runtime,write_alg,read_alg,count,batch,write_ops/s,read_ops/s
release,seq,seq,100000,5000,92601,50000000
release,seq,seq,100000,5000,93405,55555555
release,seq,seq,100000,5000,90073,55555555
release,seq,seq,100000,5000,93510,55555555
release,seq,seq,100000,5000,89863,55555555
release,seq,seq,100000,10000,163212,55555555
release,seq,seq,100000,10000,160179,55555555
release,seq,seq,100000,10000,161550,55555555
release,seq,seq,100000,10000,159821,55555555
release,seq,seq,100000,10000,155836,55555555
release,seq,seq,100000,25000,287273,55555555
release,seq,seq,100000,25000,286286,55555555
release,seq,seq,100000,25000,244319,55555555
release,seq,seq,100000,25000,286368,55555555
release,seq,seq,100000,25000,288267,55555555
release,seq,seq,100000,50000,408329,55555555
release,seq,seq,100000,50000,409165,55555555
release,seq,seq,100000,50000,414250,58823529
release,seq,seq,100000,50000,411861,55555555
release,seq,seq,100000,50000,413052,55555555
release,seq,seq,100000,100000,545256,55555555
release,seq,seq,100000,100000,562429,55555555
release,seq,seq,100000,100000,550357,58823529
release,seq,seq,100000,100000,550055,55555555
release,seq,seq,100000,100000,567536,55555555
release,seq,seq,1000000,5000,90876,52631578
release,seq,seq,1000000,5000,89039,52631578
release,seq,seq,1000000,5000,91608,52631578
release,seq,seq,1000000,5000,90793,52631578
release,seq,seq,1000000,5000,91717,52631578
release,seq,seq,1000000,10000,165617,52631578
release,seq,seq,1000000,10000,166722,50000000
release,seq,seq,1000000,10000,165535,52631578
release,seq,seq,1000000,10000,167252,52631578
release,seq,seq,1000000,10000,165864,52631578
release,seq,seq,1000000,25000,325309,52631578
release,seq,seq,1000000,25000,327011,52631578
release,seq,seq,1000000,25000,326264,52631578
release,seq,seq,1000000,25000,324780,52631578
release,seq,seq,1000000,25000,326477,52631578
release,seq,seq,1000000,50000,469263,52631578
release,seq,seq,1000000,50000,470809,52631578
release,seq,seq,1000000,50000,468823,50000000
release,seq,seq,1000000,50000,469043,50000000
release,seq,seq,1000000,50000,471253,50000000
release,seq,seq,1000000,100000,561167,52631578
release,seq,seq,1000000,100000,562746,52631578
release,seq,seq,1000000,100000,565291,52631578
release,seq,seq,1000000,100000,564334,52631578
release,seq,seq,1000000,100000,568828,52631578
release,seq,seq,1000000,250000,616142,52631578
release,seq,seq,1000000,250000,642673,52631578
release,seq,seq,1000000,250000,641025,52631578
release,seq,seq,1000000,250000,648088,50000000
release,seq,seq,1000000,250000,648088,52631578
release,seq,rnd,100000,5000,92013,2074688
release,seq,rnd,100000,5000,91390,2036659
release,seq,rnd,100000,5000,92327,1988071
release,seq,rnd,100000,5000,90958,2053388
release,seq,rnd,100000,5000,92004,2053388
release,seq,rnd,100000,10000,162548,2053388
release,seq,rnd,100000,10000,161342,2079002
release,seq,rnd,100000,10000,161524,2044989
release,seq,rnd,100000,10000,160436,2057613
release,seq,rnd,100000,10000,160076,2070393
release,seq,rnd,100000,25000,284819,2028397
release,seq,rnd,100000,25000,284171,2036659
release,seq,rnd,100000,25000,273000,1890359
release,seq,rnd,100000,25000,293083,1941747
release,seq,rnd,100000,25000,290444,1937984
release,seq,rnd,100000,50000,413907,1937984
release,seq,rnd,100000,50000,392003,1984126
release,seq,rnd,100000,50000,422119,1996007
release,seq,rnd,100000,50000,417885,1968503
release,seq,rnd,100000,50000,421940,2036659
release,seq,rnd,100000,100000,544069,2032520
release,seq,rnd,100000,100000,551876,2053388
release,seq,rnd,100000,100000,557724,2053388
release,seq,rnd,100000,100000,530785,2020202
release,seq,rnd,100000,100000,540248,2044989
release,seq,rnd,1000000,5000,91066,1144164
release,seq,rnd,1000000,5000,91583,1137656
release,seq,rnd,1000000,5000,91157,1142857
release,seq,rnd,1000000,5000,91141,1140250
release,seq,rnd,1000000,5000,91449,1131221
release,seq,rnd,1000000,10000,166306,1100110
release,seq,rnd,1000000,10000,165809,1127395
release,seq,rnd,1000000,10000,165180,1117318
release,seq,rnd,1000000,10000,166583,1127395
release,seq,rnd,1000000,10000,166805,1123595
release,seq,rnd,1000000,25000,326690,1138952
release,seq,rnd,1000000,25000,327761,1140250
release,seq,rnd,1000000,25000,323939,1137656
release,seq,rnd,1000000,25000,323206,1135073
release,seq,rnd,1000000,25000,325203,1138952
release,seq,rnd,1000000,50000,473260,1149425
release,seq,rnd,1000000,50000,474608,1135073
release,seq,rnd,1000000,50000,472143,1137656
release,seq,rnd,1000000,50000,474833,1148105
release,seq,rnd,1000000,50000,464037,1148105
release,seq,rnd,1000000,100000,555864,1152073
release,seq,rnd,1000000,100000,569800,1140250
release,seq,rnd,1000000,100000,559284,1107419
release,seq,rnd,1000000,100000,568181,1122334
release,seq,rnd,1000000,100000,569476,1123595
release,seq,rnd,1000000,250000,621890,1086956
release,seq,rnd,1000000,250000,634517,1127395
release,seq,rnd,1000000,250000,645577,1144164
release,seq,rnd,1000000,250000,650195,1141552
release,seq,rnd,1000000,250000,647668,1100110
release,rnd,seq,100000,5000,65303,58823529
release,rnd,seq,100000,5000,64657,58823529
release,rnd,seq,100000,5000,64586,58823529
release,rnd,seq,100000,5000,64495,58823529
release,rnd,seq,100000,5000,65475,58823529
release,rnd,seq,100000,10000,113327,58823529
release,rnd,seq,100000,10000,110729,58823529
release,rnd,seq,100000,10000,112523,58823529
release,rnd,seq,100000,10000,110204,58823529
release,rnd,seq,100000,10000,112220,58823529
release,rnd,seq,100000,25000,124688,58823529
release,rnd,seq,100000,25000,123885,58823529
release,rnd,seq,100000,25000,124517,58823529
release,rnd,seq,100000,25000,124641,58823529
release,rnd,seq,100000,25000,124192,58823529
release,rnd,seq,100000,50000,56258,58823529
release,rnd,seq,100000,50000,56186,58823529
release,rnd,seq,100000,50000,56905,58823529
release,rnd,seq,100000,50000,56379,58823529
release,rnd,seq,100000,50000,55657,58823529
release,rnd,seq,100000,100000,15984,55555555
release,rnd,seq,100000,100000,15659,55555555
release,rnd,seq,100000,100000,16116,55555555
release,rnd,seq,100000,100000,16000,55555555
release,rnd,seq,100000,100000,15985,55555555
release,rnd,seq,1000000,5000,22059,55555555
release,rnd,seq,1000000,5000,22258,55555555
release,rnd,seq,1000000,5000,22178,55555555
release,rnd,seq,1000000,5000,22207,55555555
release,rnd,seq,1000000,5000,22131,55555555
release,rnd,seq,1000000,10000,33111,55555555
release,rnd,seq,1000000,10000,33020,55555555
release,rnd,seq,1000000,10000,32942,55555555
release,rnd,seq,1000000,10000,32592,55555555
release,rnd,seq,1000000,10000,32693,55555555
release,rnd,seq,1000000,25000,65197,55555555
release,rnd,seq,1000000,25000,65095,55555555
release,rnd,seq,1000000,25000,65189,55555555
release,rnd,seq,1000000,25000,65432,55555555
release,rnd,seq,1000000,25000,65002,55555555
release,rnd,seq,1000000,50000,114207,55555555
release,rnd,seq,1000000,50000,115460,55555555
release,rnd,seq,1000000,50000,116795,55555555
release,rnd,seq,1000000,50000,115194,55555555
release,rnd,seq,1000000,50000,114942,55555555
release,rnd,seq,1000000,100000,93791,55555555
release,rnd,seq,1000000,100000,95238,55555555
release,rnd,seq,1000000,100000,95895,55555555
release,rnd,seq,1000000,100000,95721,55555555
release,rnd,seq,1000000,100000,95611,55555555
release,rnd,seq,1000000,250000,19947,55555555
release,rnd,seq,1000000,250000,20173,55555555
release,rnd,seq,1000000,250000,20320,55555555
release,rnd,seq,1000000,250000,19875,55555555
release,rnd,seq,1000000,250000,20328,52631578
release,rnd,rnd,100000,5000,64628,2247191
release,rnd,rnd,100000,5000,65638,2227171
release,rnd,rnd,100000,5000,65104,2237136
release,rnd,rnd,100000,5000,65095,2252252
release,rnd,rnd,100000,5000,65316,2242152
release,rnd,rnd,100000,10000,105429,2247191
release,rnd,rnd,100000,10000,113147,2227171
release,rnd,rnd,100000,10000,112019,2227171
release,rnd,rnd,100000,10000,112107,2192982
release,rnd,rnd,100000,10000,112283,2207505
release,rnd,rnd,100000,25000,123472,2247191
release,rnd,rnd,100000,25000,124766,2232142
release,rnd,rnd,100000,25000,123167,2222222
release,rnd,rnd,100000,25000,122986,2222222
release,rnd,rnd,100000,25000,123594,2232142
release,rnd,rnd,100000,50000,56094,2247191
release,rnd,rnd,100000,50000,55704,2222222
release,rnd,rnd,100000,50000,55997,2217294
release,rnd,rnd,100000,50000,56205,2227171
release,rnd,rnd,100000,50000,56129,2197802
release,rnd,rnd,100000,100000,15983,1858736
release,rnd,rnd,100000,100000,15853,2057613
release,rnd,rnd,100000,100000,16065,2057613
release,rnd,rnd,100000,100000,15851,2092050
release,rnd,rnd,100000,100000,15852,2049180
release,rnd,rnd,1000000,5000,22296,1146788
release,rnd,rnd,1000000,5000,22405,1140250
release,rnd,rnd,1000000,5000,22276,1146788
release,rnd,rnd,1000000,5000,22400,1158748
release,rnd,rnd,1000000,5000,22261,1145475
release,rnd,rnd,1000000,10000,33096,1135073
release,rnd,rnd,1000000,10000,33123,1145475
release,rnd,rnd,1000000,10000,32948,1138952
release,rnd,rnd,1000000,10000,32853,1137656
release,rnd,rnd,1000000,10000,33115,1138952
release,rnd,rnd,1000000,25000,64632,1165501
release,rnd,rnd,1000000,25000,65240,1158748
release,rnd,rnd,1000000,25000,65513,1162790
release,rnd,rnd,1000000,25000,65248,1176470
release,rnd,rnd,1000000,25000,65197,1123595
release,rnd,rnd,1000000,50000,115700,1172332
release,rnd,rnd,1000000,50000,115660,1166861
release,rnd,rnd,1000000,50000,114968,1166861
release,rnd,rnd,1000000,50000,115942,1166861
release,rnd,rnd,1000000,50000,115526,1156069
release,rnd,rnd,1000000,100000,95620,1162790
release,rnd,rnd,1000000,100000,95447,1165501
release,rnd,rnd,1000000,100000,95849,1161440
release,rnd,rnd,1000000,100000,95858,1152073
release,rnd,rnd,1000000,100000,95492,1164144
release,rnd,rnd,1000000,250000,19033,1168224
release,rnd,rnd,1000000,250000,20038,1161440
release,rnd,rnd,1000000,250000,20228,1175088
release,rnd,rnd,1000000,250000,19859,1142857
release,rnd,rnd,1000000,250000,18905,1200480
release,seq-nest,seq,100000,5000,93993,62499999
release,seq-nest,seq,100000,5000,92704,58823529
release,seq-nest,seq,100000,5000,93109,62499999
release,seq-nest,seq,100000,5000,93536,62499999
release,seq-nest,seq,100000,5000,93492,62499999
release,seq-nest,seq,100000,10000,163612,62499999
release,seq-nest,seq,100000,10000,163345,62499999
release,seq-nest,seq,100000,10000,159795,62499999
release,seq-nest,seq,100000,10000,164446,62499999
release,seq-nest,seq,100000,10000,162972,62499999
release,seq-nest,seq,100000,25000,291290,58823529
release,seq-nest,seq,100000,25000,292740,62499999
release,seq-nest,seq,100000,25000,294985,62499999
release,seq-nest,seq,100000,25000,292911,62499999
release,seq-nest,seq,100000,25000,288101,62499999
release,seq-nest,seq,100000,50000,412541,62499999
release,seq-nest,seq,100000,50000,417710,62499999
release,seq-nest,seq,100000,50000,410846,62499999
release,seq-nest,seq,100000,50000,407497,62499999
release,seq-nest,seq,100000,50000,410846,62499999
release,seq-nest,seq,100000,100000,539083,62499999
release,seq-nest,seq,100000,100000,498007,62499999
release,seq-nest,seq,100000,100000,523012,62499999
release,seq-nest,seq,100000,100000,527704,62499999
release,seq-nest,seq,100000,100000,520291,62499999
release,seq-nest,seq,1000000,5000,93335,55555555
release,seq-nest,seq,1000000,5000,92370,55555555
release,seq-nest,seq,1000000,5000,93222,55555555
release,seq-nest,seq,1000000,5000,93161,55555555
release,seq-nest,seq,1000000,5000,92609,55555555
release,seq-nest,seq,1000000,10000,175932,55555555
release,seq-nest,seq,1000000,10000,175008,55555555
release,seq-nest,seq,1000000,10000,170998,55555555
release,seq-nest,seq,1000000,10000,174886,55555555
release,seq-nest,seq,1000000,10000,174550,55555555
release,seq-nest,seq,1000000,25000,339673,55555555
release,seq-nest,seq,1000000,25000,340831,55555555
release,seq-nest,seq,1000000,25000,339328,55555555
release,seq-nest,seq,1000000,25000,336587,52631578
release,seq-nest,seq,1000000,25000,342935,55555555
release,seq-nest,seq,1000000,50000,513083,55555555
release,seq-nest,seq,1000000,50000,513610,55555555
release,seq-nest,seq,1000000,50000,514668,55555555
release,seq-nest,seq,1000000,50000,509424,55555555
release,seq-nest,seq,1000000,50000,507099,52631578
release,seq-nest,seq,1000000,100000,638569,55555555
release,seq-nest,seq,1000000,100000,646830,55555555
release,seq-nest,seq,1000000,100000,630914,55555555
release,seq-nest,seq,1000000,100000,637348,55555555
release,seq-nest,seq,1000000,100000,650195,55555555
release,seq-nest,seq,1000000,250000,760456,55555555
release,seq-nest,seq,1000000,250000,764525,52631578
release,seq-nest,seq,1000000,250000,773395,55555555
release,seq-nest,seq,1000000,250000,751314,55555555
release,seq-nest,seq,1000000,250000,768639,55555555
release,seq-nest,rnd,100000,5000,93396,1730103
release,seq-nest,rnd,100000,5000,92747,1666666
release,seq-nest,rnd,100000,5000,90694,1663893
release,seq-nest,rnd,100000,5000,93031,1663893
release,seq-nest,rnd,100000,5000,92686,1602564
release,seq-nest,rnd,100000,10000,163398,1607717
release,seq-nest,rnd,100000,10000,165590,1536098
release,seq-nest,rnd,100000,10000,164365,1592356
release,seq-nest,rnd,100000,10000,167252,1547987
release,seq-nest,rnd,100000,10000,164015,1577287
release,seq-nest,rnd,100000,25000,296120,1582278
release,seq-nest,rnd,100000,25000,300661,1522070
release,seq-nest,rnd,100000,25000,300480,1538461
release,seq-nest,rnd,100000,25000,302023,1574803
release,seq-nest,rnd,100000,25000,296823,1626016
release,seq-nest,rnd,100000,50000,416840,1628664
release,seq-nest,rnd,100000,50000,412881,1582278
release,seq-nest,rnd,100000,50000,415627,1569858
release,seq-nest,rnd,100000,50000,415110,1597444
release,seq-nest,rnd,100000,50000,417362,1587301
release,seq-nest,rnd,100000,100000,533049,1547987
release,seq-nest,rnd,100000,100000,531349,1602564
release,seq-nest,rnd,100000,100000,512557,1574803
release,seq-nest,rnd,100000,100000,531067,1552795
release,seq-nest,rnd,100000,100000,527148,1577287
release,seq-nest,rnd,1000000,5000,93510,995024
release,seq-nest,rnd,1000000,5000,94170,985221
release,seq-nest,rnd,1000000,5000,93318,1014198
release,seq-nest,rnd,1000000,5000,93510,1025641
release,seq-nest,rnd,1000000,5000,93562,1036269
release,seq-nest,rnd,1000000,10000,170444,1022494
release,seq-nest,rnd,1000000,10000,175008,1003009
release,seq-nest,rnd,1000000,10000,174672,1017293
release,seq-nest,rnd,1000000,10000,172413,1014198
release,seq-nest,rnd,1000000,10000,174003,1000000
release,seq-nest,rnd,1000000,25000,341997,1029866
release,seq-nest,rnd,1000000,25000,339558,1020408
release,seq-nest,rnd,1000000,25000,342231,1022494
release,seq-nest,rnd,1000000,25000,338753,1023541
release,seq-nest,rnd,1000000,25000,327546,1010101
release,seq-nest,rnd,1000000,50000,506842,1017293
release,seq-nest,rnd,1000000,50000,507099,1031991
release,seq-nest,rnd,1000000,50000,510464,1005025
release,seq-nest,rnd,1000000,50000,497017,1015228
release,seq-nest,rnd,1000000,50000,513083,1015228
release,seq-nest,rnd,1000000,100000,638162,1015228
release,seq-nest,rnd,1000000,100000,628930,1011122
release,seq-nest,rnd,1000000,100000,636942,1025641
release,seq-nest,rnd,1000000,100000,631711,1026694
release,seq-nest,rnd,1000000,100000,634920,1031991
release,seq-nest,rnd,1000000,250000,740740,1010101
release,seq-nest,rnd,1000000,250000,758725,1030927
release,seq-nest,rnd,1000000,250000,763358,1024590
release,seq-nest,rnd,1000000,250000,759301,1028806
release,seq-nest,rnd,1000000,250000,757575,1035196
release,rnd-nest,seq,100000,5000,76757,62499999
release,rnd-nest,seq,100000,5000,77960,58823529
release,rnd-nest,seq,100000,5000,77942,62499999
release,rnd-nest,seq,100000,5000,78021,62499999
release,rnd-nest,seq,100000,5000,79472,62499999
release,rnd-nest,seq,100000,10000,91282,62499999
release,rnd-nest,seq,100000,10000,91869,62499999
release,rnd-nest,seq,100000,10000,92302,62499999
release,rnd-nest,seq,100000,10000,90719,62499999
release,rnd-nest,seq,100000,10000,90489,58823529
release,rnd-nest,seq,100000,25000,56937,62499999
release,rnd-nest,seq,100000,25000,57326,62499999
release,rnd-nest,seq,100000,25000,57401,58823529
release,rnd-nest,seq,100000,25000,56692,58823529
release,rnd-nest,seq,100000,25000,57221,58823529
release,rnd-nest,seq,100000,50000,31670,58823529
release,rnd-nest,seq,100000,50000,29076,55555555
release,rnd-nest,seq,100000,50000,31236,58823529
release,rnd-nest,seq,100000,50000,31485,58823529
release,rnd-nest,seq,100000,50000,30478,55555555
release,rnd-nest,seq,100000,100000,14941,62499999
release,rnd-nest,seq,100000,100000,16423,62499999
release,rnd-nest,seq,100000,100000,16265,62499999
release,rnd-nest,seq,100000,100000,16392,62499999
release,rnd-nest,seq,100000,100000,16283,58823529
release,rnd-nest,seq,1000000,5000,77184,55555555
release,rnd-nest,seq,1000000,5000,78382,55555555
release,rnd-nest,seq,1000000,5000,78228,52631578
release,rnd-nest,seq,1000000,5000,78045,55555555
release,rnd-nest,seq,1000000,5000,76528,55555555
release,rnd-nest,seq,1000000,10000,93536,55555555
release,rnd-nest,seq,1000000,10000,93118,55555555
release,rnd-nest,seq,1000000,10000,94002,55555555
release,rnd-nest,seq,1000000,10000,92712,55555555
release,rnd-nest,seq,1000000,10000,92816,55555555
release,rnd-nest,seq,1000000,25000,58806,55555555
release,rnd-nest,seq,1000000,25000,59073,55555555
release,rnd-nest,seq,1000000,25000,58872,55555555
release,rnd-nest,seq,1000000,25000,59164,55555555
release,rnd-nest,seq,1000000,25000,58806,55555555
release,rnd-nest,seq,1000000,50000,31867,55555555
release,rnd-nest,seq,1000000,50000,31984,55555555
release,rnd-nest,seq,1000000,50000,31930,55555555
release,rnd-nest,seq,1000000,50000,31935,55555555
release,rnd-nest,seq,1000000,50000,30775,55555555
release,rnd-nest,seq,1000000,100000,16052,55555555
release,rnd-nest,seq,1000000,100000,16043,55555555
release,rnd-nest,seq,1000000,100000,15920,55555555
release,rnd-nest,seq,1000000,100000,15952,55555555
release,rnd-nest,seq,1000000,100000,15847,55555555
release,rnd-nest,seq,1000000,250000,5233,55555555
release,rnd-nest,seq,1000000,250000,5242,55555555
release,rnd-nest,seq,1000000,250000,5329,50000000
release,rnd-nest,seq,1000000,250000,5224,55555555
release,rnd-nest,seq,1000000,250000,5360,55555555
release,rnd-nest,rnd,100000,5000,77112,1579778
release,rnd-nest,rnd,100000,5000,78733,1607717
release,rnd-nest,rnd,100000,5000,78641,1628664
release,rnd-nest,rnd,100000,5000,79038,1686340
release,rnd-nest,rnd,100000,5000,77736,1672240
release,rnd-nest,rnd,100000,10000,92678,1420454
release,rnd-nest,rnd,100000,10000,92013,1582278
release,rnd-nest,rnd,100000,10000,91107,1582278
release,rnd-nest,rnd,100000,10000,91357,1574803
release,rnd-nest,rnd,100000,10000,92047,1555209
release,rnd-nest,rnd,100000,25000,57254,1589825
release,rnd-nest,rnd,100000,25000,56689,1579778
release,rnd-nest,rnd,100000,25000,57159,1592356
release,rnd-nest,rnd,100000,25000,57204,1560062
release,rnd-nest,rnd,100000,25000,56908,1597444
release,rnd-nest,rnd,100000,50000,31438,1577287
release,rnd-nest,rnd,100000,50000,31451,1584786
release,rnd-nest,rnd,100000,50000,31578,1564945
release,rnd-nest,rnd,100000,50000,31034,1492537
release,rnd-nest,rnd,100000,50000,31489,1582278
release,rnd-nest,rnd,100000,100000,16072,1569858
release,rnd-nest,rnd,100000,100000,16044,1577287
release,rnd-nest,rnd,100000,100000,16077,1567398
release,rnd-nest,rnd,100000,100000,16040,1579778
release,rnd-nest,rnd,100000,100000,16082,1557632
release,rnd-nest,rnd,1000000,5000,78579,976562
release,rnd-nest,rnd,1000000,5000,78082,983284
release,rnd-nest,rnd,1000000,5000,78326,949667
release,rnd-nest,rnd,1000000,5000,77567,983284
release,rnd-nest,rnd,1000000,5000,78088,986193
release,rnd-nest,rnd,1000000,10000,93843,979431
release,rnd-nest,rnd,1000000,10000,93993,977517
release,rnd-nest,rnd,1000000,10000,93887,980392
release,rnd-nest,rnd,1000000,10000,93976,981354
release,rnd-nest,rnd,1000000,10000,93440,980392
release,rnd-nest,rnd,1000000,25000,59070,1002004
release,rnd-nest,rnd,1000000,25000,58899,985221
release,rnd-nest,rnd,1000000,25000,58872,996015
release,rnd-nest,rnd,1000000,25000,59024,992063
release,rnd-nest,rnd,1000000,25000,58872,1004016
release,rnd-nest,rnd,1000000,50000,31643,983284
release,rnd-nest,rnd,1000000,50000,31985,1005025
release,rnd-nest,rnd,1000000,50000,31957,1010101
release,rnd-nest,rnd,1000000,50000,30175,938086
release,rnd-nest,rnd,1000000,50000,29698,941619
release,rnd-nest,rnd,1000000,100000,15367,994035
release,rnd-nest,rnd,1000000,100000,16110,979431
release,rnd-nest,rnd,1000000,100000,16174,986193
release,rnd-nest,rnd,1000000,100000,15598,961538
release,rnd-nest,rnd,1000000,100000,15838,995024
release,rnd-nest,rnd,1000000,250000,5753,1029866
release,rnd-nest,rnd,1000000,250000,5704,988142
release,rnd-nest,rnd,1000000,250000,5206,1008064
